(state,action)   init_cab_pos    next_cab_pos    psg_spawn_idx0    psg_spawn_idx1    psg_dest_idx0    psg_dest_idx1    reward
(0,south)	 (0,0) ---> (0,1)	 0 ---> 0	0 ---> 0 	 -1
(105,north)	 (0,1) ---> (0,0)	 4 ---> 4	0 ---> 0 	 -1
(105,east)	 (0,1) ---> (0,1)	 4 ---> 4	0 ---> 0 	 -2
(105,west)	 (0,1) ---> (0,1)	 4 ---> 4	0 ---> 0 	 -2
(105,pickup)	 (0,1) ---> (0,1)	 4 ---> 4	0 ---> 0 	 -5
(105,dropoff)	 (0,1) ---> (0,1)	 4 ---> 4	0 ---> 0 	 -5
(106,south)	 (1,1) ---> (1,2)	 4 ---> 4	0 ---> 0 	 -1
(106,north)	 (1,1) ---> (1,0)	 4 ---> 4	0 ---> 0 	 -1
(106,east)	 (1,1) ---> (1,1)	 4 ---> 4	0 ---> 0 	 -2
(106,west)	 (1,1) ---> (1,1)	 4 ---> 4	0 ---> 0 	 -2
(106,pickup)	 (1,1) ---> (1,1)	 4 ---> 4	0 ---> 0 	 -5
(106,dropoff)	 (1,1) ---> (1,1)	 4 ---> 4	0 ---> 0 	 -5
(107,south)	 (2,1) ---> (2,2)	 4 ---> 4	0 ---> 0 	 -1
(107,north)	 (2,1) ---> (2,1)	 4 ---> 4	0 ---> 0 	 -2
(107,east)	 (2,1) ---> (3,1)	 4 ---> 4	0 ---> 0 	 -1
(107,west)	 (2,1) ---> (2,1)	 4 ---> 4	0 ---> 0 	 -2
(107,pickup)	 (2,1) ---> (2,1)	 4 ---> 4	0 ---> 0 	 -5
(107,dropoff)	 (2,1) ---> (2,1)	 4 ---> 4	0 ---> 0 	 -5
(108,south)	 (3,1) ---> (3,2)	 4 ---> 4	0 ---> 0 	 -1
(108,north)	 (3,1) ---> (3,1)	 4 ---> 4	0 ---> 0 	 -2
(108,east)	 (3,1) ---> (3,1)	 4 ---> 4	0 ---> 0 	 -2
(108,west)	 (3,1) ---> (2,1)	 4 ---> 4	0 ---> 0 	 -1
(108,pickup)	 (3,1) ---> (3,1)	 4 ---> 4	0 ---> 0 	 -5
(108,dropoff)	 (3,1) ---> (3,1)	 4 ---> 4	0 ---> 0 	 -5
(109,south)	 (4,1) ---> (4,2)	 4 ---> 4	0 ---> 0 	 -1
(109,north)	 (4,1) ---> (4,0)	 4 ---> 4	0 ---> 0 	 -1
(109,east)	 (4,1) ---> (4,1)	 4 ---> 4	0 ---> 0 	 -2
(109,west)	 (4,1) ---> (4,1)	 4 ---> 4	0 ---> 0 	 -2
(109,pickup)	 (4,1) ---> (4,1)	 4 ---> 4	0 ---> 0 	 -5
(109,dropoff)	 (4,1) ---> (4,1)	 4 ---> 4	0 ---> 0 	 -5
(110,south)	 (0,2) ---> (0,3)	 4 ---> 4	0 ---> 0 	 -1
(110,north)	 (0,2) ---> (0,1)	 4 ---> 4	0 ---> 0 	 -1
(110,east)	 (0,2) ---> (0,2)	 4 ---> 4	0 ---> 0 	 -2
(110,west)	 (0,2) ---> (0,2)	 4 ---> 4	0 ---> 0 	 -2
(110,pickup)	 (0,2) ---> (0,2)	 4 ---> 4	0 ---> 0 	 -5
(110,dropoff)	 (0,2) ---> (0,2)	 4 ---> 4	0 ---> 0 	 -5
(111,south)	 (1,2) ---> (1,2)	 4 ---> 4	0 ---> 0 	 -2
(111,north)	 (1,2) ---> (1,1)	 4 ---> 4	0 ---> 0 	 -1
(111,east)	 (1,2) ---> (1,2)	 4 ---> 4	0 ---> 0 	 -2
(111,west)	 (1,2) ---> (1,2)	 4 ---> 4	0 ---> 0 	 -2
(111,pickup)	 (1,2) ---> (1,2)	 4 ---> 4	0 ---> 0 	 -5
(111,dropoff)	 (1,2) ---> (1,2)	 4 ---> 4	0 ---> 0 	 -5
(112,south)	 (2,2) ---> (2,3)	 4 ---> 4	0 ---> 0 	 -1
(112,north)	 (2,2) ---> (2,1)	 4 ---> 4	0 ---> 0 	 -1
(112,east)	 (2,2) ---> (2,2)	 4 ---> 4	0 ---> 0 	 -2
(112,west)	 (2,2) ---> (2,2)	 4 ---> 4	0 ---> 0 	 -2
(112,pickup)	 (2,2) ---> (2,2)	 4 ---> 4	0 ---> 0 	 -5
(112,dropoff)	 (2,2) ---> (2,2)	 4 ---> 4	0 ---> 0 	 -5
(113,south)	 (3,2) ---> (3,3)	 4 ---> 4	0 ---> 0 	 -1
(113,north)	 (3,2) ---> (3,1)	 4 ---> 4	0 ---> 0 	 -1
(113,east)	 (3,2) ---> (3,2)	 4 ---> 4	0 ---> 0 	 -2
(113,west)	 (3,2) ---> (3,2)	 4 ---> 4	0 ---> 0 	 -2
(113,pickup)	 (3,2) ---> (3,2)	 4 ---> 4	0 ---> 0 	 -5
(113,dropoff)	 (3,2) ---> (3,2)	 4 ---> 4	0 ---> 0 	 -5
(114,south)	 (4,2) ---> (4,3)	 4 ---> 4	0 ---> 0 	 -1
(114,north)	 (4,2) ---> (4,1)	 4 ---> 4	0 ---> 0 	 -1
(114,east)	 (4,2) ---> (4,2)	 4 ---> 4	0 ---> 0 	 -2
(114,west)	 (4,2) ---> (4,2)	 4 ---> 4	0 ---> 0 	 -2
(114,pickup)	 (4,2) ---> (4,2)	 4 ---> 4	0 ---> 0 	 -5
(114,dropoff)	 (4,2) ---> (4,2)	 4 ---> 4	0 ---> 0 	 -5
(115,south)	 (0,3) ---> (0,3)	 4 ---> 4	0 ---> 0 	 -2
(115,north)	 (0,3) ---> (0,2)	 4 ---> 4	0 ---> 0 	 -1
(115,east)	 (0,3) ---> (1,3)	 4 ---> 4	0 ---> 0 	 -1
(115,west)	 (0,3) ---> (0,3)	 4 ---> 4	0 ---> 0 	 -2
(115,pickup)	 (0,3) ---> (0,3)	 4 ---> 4	0 ---> 0 	 -5
(115,dropoff)	 (0,3) ---> (0,3)	 4 ---> 4	0 ---> 0 	 -5
(116,south)	 (1,3) ---> (1,4)	 4 ---> 4	0 ---> 0 	 -1
(116,north)	 (1,3) ---> (1,3)	 4 ---> 4	0 ---> 0 	 -2
(116,east)	 (1,3) ---> (2,3)	 4 ---> 4	0 ---> 0 	 -1
(116,west)	 (1,3) ---> (0,3)	 4 ---> 4	0 ---> 0 	 -1
(116,pickup)	 (1,3) ---> (1,3)	 4 ---> 4	0 ---> 0 	 -5
(116,dropoff)	 (1,3) ---> (1,3)	 4 ---> 4	0 ---> 0 	 -5
(117,south)	 (2,3) ---> (2,3)	 4 ---> 4	0 ---> 0 	 -2
(117,north)	 (2,3) ---> (2,2)	 4 ---> 4	0 ---> 0 	 -1
(117,east)	 (2,3) ---> (2,3)	 4 ---> 4	0 ---> 0 	 -2
(117,west)	 (2,3) ---> (1,3)	 4 ---> 4	0 ---> 0 	 -1
(117,pickup)	 (2,3) ---> (2,3)	 4 ---> 4	0 ---> 0 	 -5
(117,dropoff)	 (2,3) ---> (2,3)	 4 ---> 4	0 ---> 0 	 -5
(118,south)	 (3,3) ---> (3,4)	 4 ---> 4	0 ---> 0 	 -1
(118,north)	 (3,3) ---> (3,2)	 4 ---> 4	0 ---> 0 	 -1
(118,east)	 (3,3) ---> (3,3)	 4 ---> 4	0 ---> 0 	 -2
(118,west)	 (3,3) ---> (3,3)	 4 ---> 4	0 ---> 0 	 -2
(118,pickup)	 (3,3) ---> (3,3)	 4 ---> 4	0 ---> 0 	 -5
(118,dropoff)	 (3,3) ---> (3,3)	 4 ---> 4	0 ---> 0 	 -5
(119,south)	 (4,3) ---> (4,3)	 4 ---> 4	0 ---> 0 	 -2
(119,north)	 (4,3) ---> (4,2)	 4 ---> 4	0 ---> 0 	 -1
(119,east)	 (4,3) ---> (4,3)	 4 ---> 4	0 ---> 0 	 -2
(119,west)	 (4,3) ---> (4,3)	 4 ---> 4	0 ---> 0 	 -2
(119,pickup)	 (4,3) ---> (4,3)	 4 ---> 4	0 ---> 0 	 -5
(119,dropoff)	 (4,3) ---> (4,3)	 4 ---> 4	0 ---> 0 	 -5
(120,south)	 (0,4) ---> (0,4)	 4 ---> 4	0 ---> 0 	 -2
(120,north)	 (0,4) ---> (0,4)	 4 ---> 4	0 ---> 0 	 -2
(120,east)	 (0,4) ---> (1,4)	 4 ---> 4	0 ---> 0 	 -1
(120,west)	 (0,4) ---> (0,4)	 4 ---> 4	0 ---> 0 	 -2
(120,pickup)	 (0,4) ---> (0,4)	 4 ---> 4	0 ---> 0 	 -5
(120,dropoff)	 (0,4) ---> (0,4)	 4 ---> 4	0 ---> 0 	 -5
(121,south)	 (1,4) ---> (1,4)	 4 ---> 4	0 ---> 0 	 -2
(121,north)	 (1,4) ---> (1,3)	 4 ---> 4	0 ---> 0 	 -1
(121,east)	 (1,4) ---> (1,4)	 4 ---> 4	0 ---> 0 	 -2
(121,west)	 (1,4) ---> (0,4)	 4 ---> 4	0 ---> 0 	 -1
(121,pickup)	 (1,4) ---> (1,4)	 4 ---> 4	0 ---> 0 	 -5
(121,dropoff)	 (1,4) ---> (1,4)	 4 ---> 4	0 ---> 0 	 -5
(122,south)	 (2,4) ---> (2,4)	 4 ---> 4	0 ---> 0 	 -2
(122,north)	 (2,4) ---> (2,4)	 4 ---> 4	0 ---> 0 	 -2
(122,east)	 (2,4) ---> (3,4)	 4 ---> 4	0 ---> 0 	 -1
(122,west)	 (2,4) ---> (2,4)	 4 ---> 4	0 ---> 0 	 -2
(122,pickup)	 (2,4) ---> (2,4)	 4 ---> 4	0 ---> 0 	 -5
(122,dropoff)	 (2,4) ---> (2,4)	 4 ---> 4	0 ---> 0 	 -5
(123,south)	 (3,4) ---> (3,4)	 4 ---> 4	0 ---> 0 	 -2
(123,north)	 (3,4) ---> (3,3)	 4 ---> 4	0 ---> 0 	 -1
(123,east)	 (3,4) ---> (4,4)	 4 ---> 4	0 ---> 0 	 -1
(123,west)	 (3,4) ---> (2,4)	 4 ---> 4	0 ---> 0 	 -1
(123,pickup)	 (3,4) ---> (3,4)	 4 ---> 4	0 ---> 0 	 -5
(123,dropoff)	 (3,4) ---> (3,4)	 4 ---> 4	0 ---> 0 	 -5
(124,south)	 (4,4) ---> (4,4)	 4 ---> 4	0 ---> 0 	 -2
(124,north)	 (4,4) ---> (4,4)	 4 ---> 4	0 ---> 0 	 -2
(124,east)	 (4,4) ---> (4,4)	 4 ---> 4	0 ---> 0 	 -2
(124,west)	 (4,4) ---> (3,4)	 4 ---> 4	0 ---> 0 	 -1
(124,pickup)	 (4,4) ---> (4,4)	 4 ---> 4	0 ---> 0 	 -5
(124,dropoff)	 (4,4) ---> (4,4)	 4 ---> 4	0 ---> 0 	 -5
(125,south)	 (0,0) ---> (0,1)	 0 ---> 0	1 ---> 1 	 -1
(125,north)	 (0,0) ---> (0,0)	 0 ---> 0	1 ---> 1 	 -2
(125,east)	 (0,0) ---> (1,0)	 0 ---> 0	1 ---> 1 	 -1
(125,west)	 (0,0) ---> (0,0)	 0 ---> 0	1 ---> 1 	 -2
(125,pickup)	 (0,0) ---> (0,0)	 0 ---> 4	1 ---> 1 	 10
(125,dropoff)	 (0,0) ---> (0,0)	 0 ---> 0	1 ---> 1 	 -5
(126,south)	 (1,0) ---> (1,1)	 0 ---> 0	1 ---> 1 	 -1
(126,north)	 (1,0) ---> (1,0)	 0 ---> 0	1 ---> 1 	 -2
(126,east)	 (1,0) ---> (2,0)	 0 ---> 0	1 ---> 1 	 -1
(126,west)	 (1,0) ---> (0,0)	 0 ---> 0	1 ---> 1 	 -1
(126,pickup)	 (1,0) ---> (1,0)	 0 ---> 0	1 ---> 1 	 -5
(126,dropoff)	 (1,0) ---> (1,0)	 0 ---> 0	1 ---> 1 	 -5
(127,south)	 (2,0) ---> (2,0)	 0 ---> 0	1 ---> 1 	 -2
(127,north)	 (2,0) ---> (2,0)	 0 ---> 0	1 ---> 1 	 -2
(127,east)	 (2,0) ---> (3,0)	 0 ---> 0	1 ---> 1 	 -1
(127,west)	 (2,0) ---> (1,0)	 0 ---> 0	1 ---> 1 	 -1
(127,pickup)	 (2,0) ---> (2,0)	 0 ---> 0	1 ---> 1 	 -5
(127,dropoff)	 (2,0) ---> (2,0)	 0 ---> 0	1 ---> 1 	 -5
(128,south)	 (3,0) ---> (3,0)	 0 ---> 0	1 ---> 1 	 -2
(128,north)	 (3,0) ---> (3,0)	 0 ---> 0	1 ---> 1 	 -2
(128,east)	 (3,0) ---> (4,0)	 0 ---> 0	1 ---> 1 	 -1
(128,west)	 (3,0) ---> (2,0)	 0 ---> 0	1 ---> 1 	 -1
(128,pickup)	 (3,0) ---> (3,0)	 0 ---> 0	1 ---> 1 	 -5
(128,dropoff)	 (3,0) ---> (3,0)	 0 ---> 0	1 ---> 1 	 -5
(129,south)	 (4,0) ---> (4,1)	 0 ---> 0	1 ---> 1 	 -1
(129,north)	 (4,0) ---> (4,0)	 0 ---> 0	1 ---> 1 	 -2
(129,east)	 (4,0) ---> (4,0)	 0 ---> 0	1 ---> 1 	 -2
(129,west)	 (4,0) ---> (3,0)	 0 ---> 0	1 ---> 1 	 -1
(129,pickup)	 (4,0) ---> (4,0)	 0 ---> 0	1 ---> 1 	 -5
(129,dropoff)	 (4,0) ---> (4,0)	 0 ---> 0	1 ---> 1 	 -5
(130,south)	 (0,1) ---> (0,2)	 0 ---> 0	1 ---> 1 	 -1
(130,north)	 (0,1) ---> (0,0)	 0 ---> 0	1 ---> 1 	 -1
(130,east)	 (0,1) ---> (0,1)	 0 ---> 0	1 ---> 1 	 -2
(130,west)	 (0,1) ---> (0,1)	 0 ---> 0	1 ---> 1 	 -2
(130,pickup)	 (0,1) ---> (0,1)	 0 ---> 0	1 ---> 1 	 -5
(130,dropoff)	 (0,1) ---> (0,1)	 0 ---> 0	1 ---> 1 	 -5
(131,south)	 (1,1) ---> (1,2)	 0 ---> 0	1 ---> 1 	 -1
(131,north)	 (1,1) ---> (1,0)	 0 ---> 0	1 ---> 1 	 -1
(131,east)	 (1,1) ---> (1,1)	 0 ---> 0	1 ---> 1 	 -2
(131,west)	 (1,1) ---> (1,1)	 0 ---> 0	1 ---> 1 	 -2
(131,pickup)	 (1,1) ---> (1,1)	 0 ---> 0	1 ---> 1 	 -5
(131,dropoff)	 (1,1) ---> (1,1)	 0 ---> 0	1 ---> 1 	 -5
(132,south)	 (2,1) ---> (2,2)	 0 ---> 0	1 ---> 1 	 -1
(132,north)	 (2,1) ---> (2,1)	 0 ---> 0	1 ---> 1 	 -2
(132,east)	 (2,1) ---> (3,1)	 0 ---> 0	1 ---> 1 	 -1
(132,west)	 (2,1) ---> (2,1)	 0 ---> 0	1 ---> 1 	 -2
(132,pickup)	 (2,1) ---> (2,1)	 0 ---> 0	1 ---> 1 	 -5
(132,dropoff)	 (2,1) ---> (2,1)	 0 ---> 0	1 ---> 1 	 -5
(133,south)	 (3,1) ---> (3,2)	 0 ---> 0	1 ---> 1 	 -1
(133,north)	 (3,1) ---> (3,1)	 0 ---> 0	1 ---> 1 	 -2
(133,east)	 (3,1) ---> (3,1)	 0 ---> 0	1 ---> 1 	 -2
(133,west)	 (3,1) ---> (2,1)	 0 ---> 0	1 ---> 1 	 -1
(133,pickup)	 (3,1) ---> (3,1)	 0 ---> 0	1 ---> 1 	 -5
(133,dropoff)	 (3,1) ---> (3,1)	 0 ---> 0	1 ---> 1 	 -5
(134,south)	 (4,1) ---> (4,2)	 0 ---> 0	1 ---> 1 	 -1
(134,north)	 (4,1) ---> (4,0)	 0 ---> 0	1 ---> 1 	 -1
(134,east)	 (4,1) ---> (4,1)	 0 ---> 0	1 ---> 1 	 -2
(134,west)	 (4,1) ---> (4,1)	 0 ---> 0	1 ---> 1 	 -2
(134,pickup)	 (4,1) ---> (4,1)	 0 ---> 0	1 ---> 1 	 -5
(134,dropoff)	 (4,1) ---> (4,1)	 0 ---> 0	1 ---> 1 	 -5
(135,south)	 (0,2) ---> (0,3)	 0 ---> 0	1 ---> 1 	 -1
(135,north)	 (0,2) ---> (0,1)	 0 ---> 0	1 ---> 1 	 -1
(135,east)	 (0,2) ---> (0,2)	 0 ---> 0	1 ---> 1 	 -2
(135,west)	 (0,2) ---> (0,2)	 0 ---> 0	1 ---> 1 	 -2
(135,pickup)	 (0,2) ---> (0,2)	 0 ---> 0	1 ---> 1 	 -5
(135,dropoff)	 (0,2) ---> (0,2)	 0 ---> 0	1 ---> 1 	 -5
(136,south)	 (1,2) ---> (1,2)	 0 ---> 0	1 ---> 1 	 -2
(136,north)	 (1,2) ---> (1,1)	 0 ---> 0	1 ---> 1 	 -1
(136,east)	 (1,2) ---> (1,2)	 0 ---> 0	1 ---> 1 	 -2
(136,west)	 (1,2) ---> (1,2)	 0 ---> 0	1 ---> 1 	 -2
(136,pickup)	 (1,2) ---> (1,2)	 0 ---> 0	1 ---> 1 	 -5
(136,dropoff)	 (1,2) ---> (1,2)	 0 ---> 0	1 ---> 1 	 -5
(137,south)	 (2,2) ---> (2,3)	 0 ---> 0	1 ---> 1 	 -1
(137,north)	 (2,2) ---> (2,1)	 0 ---> 0	1 ---> 1 	 -1
(137,east)	 (2,2) ---> (2,2)	 0 ---> 0	1 ---> 1 	 -2
(137,west)	 (2,2) ---> (2,2)	 0 ---> 0	1 ---> 1 	 -2
(137,pickup)	 (2,2) ---> (2,2)	 0 ---> 0	1 ---> 1 	 -5
(137,dropoff)	 (2,2) ---> (2,2)	 0 ---> 0	1 ---> 1 	 -5
(138,south)	 (3,2) ---> (3,3)	 0 ---> 0	1 ---> 1 	 -1
(138,north)	 (3,2) ---> (3,1)	 0 ---> 0	1 ---> 1 	 -1
(138,east)	 (3,2) ---> (3,2)	 0 ---> 0	1 ---> 1 	 -2
(138,west)	 (3,2) ---> (3,2)	 0 ---> 0	1 ---> 1 	 -2
(138,pickup)	 (3,2) ---> (3,2)	 0 ---> 0	1 ---> 1 	 -5
(138,dropoff)	 (3,2) ---> (3,2)	 0 ---> 0	1 ---> 1 	 -5
(139,south)	 (4,2) ---> (4,3)	 0 ---> 0	1 ---> 1 	 -1
(139,north)	 (4,2) ---> (4,1)	 0 ---> 0	1 ---> 1 	 -1
(139,east)	 (4,2) ---> (4,2)	 0 ---> 0	1 ---> 1 	 -2
(139,west)	 (4,2) ---> (4,2)	 0 ---> 0	1 ---> 1 	 -2
(139,pickup)	 (4,2) ---> (4,2)	 0 ---> 0	1 ---> 1 	 -5
(139,dropoff)	 (4,2) ---> (4,2)	 0 ---> 0	1 ---> 1 	 -5
(140,south)	 (0,3) ---> (0,3)	 0 ---> 0	1 ---> 1 	 -2
(140,north)	 (0,3) ---> (0,2)	 0 ---> 0	1 ---> 1 	 -1
(140,east)	 (0,3) ---> (1,3)	 0 ---> 0	1 ---> 1 	 -1
(140,west)	 (0,3) ---> (0,3)	 0 ---> 0	1 ---> 1 	 -2
(140,pickup)	 (0,3) ---> (0,3)	 0 ---> 0	1 ---> 1 	 -5
(140,dropoff)	 (0,3) ---> (0,3)	 0 ---> 0	1 ---> 1 	 -5
(141,south)	 (1,3) ---> (1,4)	 0 ---> 0	1 ---> 1 	 -1
(141,north)	 (1,3) ---> (1,3)	 0 ---> 0	1 ---> 1 	 -2
(141,east)	 (1,3) ---> (2,3)	 0 ---> 0	1 ---> 1 	 -1
(141,west)	 (1,3) ---> (0,3)	 0 ---> 0	1 ---> 1 	 -1
(141,pickup)	 (1,3) ---> (1,3)	 0 ---> 0	1 ---> 1 	 -5
(141,dropoff)	 (1,3) ---> (1,3)	 0 ---> 0	1 ---> 1 	 -5
(142,south)	 (2,3) ---> (2,3)	 0 ---> 0	1 ---> 1 	 -2
(142,north)	 (2,3) ---> (2,2)	 0 ---> 0	1 ---> 1 	 -1
(142,east)	 (2,3) ---> (2,3)	 0 ---> 0	1 ---> 1 	 -2
(142,west)	 (2,3) ---> (1,3)	 0 ---> 0	1 ---> 1 	 -1
(142,pickup)	 (2,3) ---> (2,3)	 0 ---> 0	1 ---> 1 	 -5
(142,dropoff)	 (2,3) ---> (2,3)	 0 ---> 0	1 ---> 1 	 -5
(143,south)	 (3,3) ---> (3,4)	 0 ---> 0	1 ---> 1 	 -1
(143,north)	 (3,3) ---> (3,2)	 0 ---> 0	1 ---> 1 	 -1
(143,east)	 (3,3) ---> (3,3)	 0 ---> 0	1 ---> 1 	 -2
(143,west)	 (3,3) ---> (3,3)	 0 ---> 0	1 ---> 1 	 -2
(143,pickup)	 (3,3) ---> (3,3)	 0 ---> 0	1 ---> 1 	 -5
(143,dropoff)	 (3,3) ---> (3,3)	 0 ---> 0	1 ---> 1 	 -5
(144,south)	 (4,3) ---> (4,3)	 0 ---> 0	1 ---> 1 	 -2
(144,north)	 (4,3) ---> (4,2)	 0 ---> 0	1 ---> 1 	 -1
(144,east)	 (4,3) ---> (4,3)	 0 ---> 0	1 ---> 1 	 -2
(144,west)	 (4,3) ---> (4,3)	 0 ---> 0	1 ---> 1 	 -2
(144,pickup)	 (4,3) ---> (4,3)	 0 ---> 0	1 ---> 1 	 -5
(144,dropoff)	 (4,3) ---> (4,3)	 0 ---> 0	1 ---> 1 	 -5
(145,south)	 (0,4) ---> (0,4)	 0 ---> 0	1 ---> 1 	 -2
(145,north)	 (0,4) ---> (0,4)	 0 ---> 0	1 ---> 1 	 -2
(145,east)	 (0,4) ---> (1,4)	 0 ---> 0	1 ---> 1 	 -1
(145,west)	 (0,4) ---> (0,4)	 0 ---> 0	1 ---> 1 	 -2
(145,pickup)	 (0,4) ---> (0,4)	 0 ---> 0	1 ---> 1 	 -5
(145,dropoff)	 (0,4) ---> (0,4)	 0 ---> 0	1 ---> 1 	 -5
(146,south)	 (1,4) ---> (1,4)	 0 ---> 0	1 ---> 1 	 -2
(146,north)	 (1,4) ---> (1,3)	 0 ---> 0	1 ---> 1 	 -1
(146,east)	 (1,4) ---> (1,4)	 0 ---> 0	1 ---> 1 	 -2
(146,west)	 (1,4) ---> (0,4)	 0 ---> 0	1 ---> 1 	 -1
(146,pickup)	 (1,4) ---> (1,4)	 0 ---> 0	1 ---> 1 	 -5
(146,dropoff)	 (1,4) ---> (1,4)	 0 ---> 0	1 ---> 1 	 -5
(147,south)	 (2,4) ---> (2,4)	 0 ---> 0	1 ---> 1 	 -2
(147,north)	 (2,4) ---> (2,4)	 0 ---> 0	1 ---> 1 	 -2
(147,east)	 (2,4) ---> (3,4)	 0 ---> 0	1 ---> 1 	 -1
(147,west)	 (2,4) ---> (2,4)	 0 ---> 0	1 ---> 1 	 -2
(147,pickup)	 (2,4) ---> (2,4)	 0 ---> 0	1 ---> 1 	 -5
(147,dropoff)	 (2,4) ---> (2,4)	 0 ---> 0	1 ---> 1 	 -5
(148,south)	 (3,4) ---> (3,4)	 0 ---> 0	1 ---> 1 	 -2
(148,north)	 (3,4) ---> (3,3)	 0 ---> 0	1 ---> 1 	 -1
(148,east)	 (3,4) ---> (4,4)	 0 ---> 0	1 ---> 1 	 -1
(148,west)	 (3,4) ---> (2,4)	 0 ---> 0	1 ---> 1 	 -1
(148,pickup)	 (3,4) ---> (3,4)	 0 ---> 0	1 ---> 1 	 -5
(148,dropoff)	 (3,4) ---> (3,4)	 0 ---> 0	1 ---> 1 	 -5
(149,south)	 (4,4) ---> (4,4)	 0 ---> 0	1 ---> 1 	 -2
(149,north)	 (4,4) ---> (4,4)	 0 ---> 0	1 ---> 1 	 -2
(149,east)	 (4,4) ---> (4,4)	 0 ---> 0	1 ---> 1 	 -2
(149,west)	 (4,4) ---> (3,4)	 0 ---> 0	1 ---> 1 	 -1
(149,pickup)	 (4,4) ---> (4,4)	 0 ---> 0	1 ---> 1 	 -5
(149,dropoff)	 (4,4) ---> (4,4)	 0 ---> 0	1 ---> 1 	 -5
(150,south)	 (0,0) ---> (0,1)	 1 ---> 1	1 ---> 1 	 -1
(150,north)	 (0,0) ---> (0,0)	 1 ---> 1	1 ---> 1 	 -2
(150,east)	 (0,0) ---> (1,0)	 1 ---> 1	1 ---> 1 	 -1
(150,west)	 (0,0) ---> (0,0)	 1 ---> 1	1 ---> 1 	 -2
(150,pickup)	 (0,0) ---> (0,0)	 1 ---> 1	1 ---> 1 	 -5
(150,dropoff)	 (0,0) ---> (0,0)	 1 ---> 1	1 ---> 1 	 -5
(151,south)	 (1,0) ---> (1,1)	 1 ---> 1	1 ---> 1 	 -1
(151,north)	 (1,0) ---> (1,0)	 1 ---> 1	1 ---> 1 	 -2
(151,east)	 (1,0) ---> (2,0)	 1 ---> 1	1 ---> 1 	 -1
(151,west)	 (1,0) ---> (0,0)	 1 ---> 1	1 ---> 1 	 -1
(151,pickup)	 (1,0) ---> (1,0)	 1 ---> 1	1 ---> 1 	 -5
(151,dropoff)	 (1,0) ---> (1,0)	 1 ---> 1	1 ---> 1 	 -5
(152,south)	 (2,0) ---> (2,0)	 1 ---> 1	1 ---> 1 	 -2
(152,north)	 (2,0) ---> (2,0)	 1 ---> 1	1 ---> 1 	 -2
(152,east)	 (2,0) ---> (3,0)	 1 ---> 1	1 ---> 1 	 -1
(152,west)	 (2,0) ---> (1,0)	 1 ---> 1	1 ---> 1 	 -1
(152,pickup)	 (2,0) ---> (2,0)	 1 ---> 1	1 ---> 1 	 -5
(152,dropoff)	 (2,0) ---> (2,0)	 1 ---> 1	1 ---> 1 	 -5
(153,south)	 (3,0) ---> (3,0)	 1 ---> 1	1 ---> 1 	 -2
(153,north)	 (3,0) ---> (3,0)	 1 ---> 1	1 ---> 1 	 -2
(153,east)	 (3,0) ---> (4,0)	 1 ---> 1	1 ---> 1 	 -1
(153,west)	 (3,0) ---> (2,0)	 1 ---> 1	1 ---> 1 	 -1
(153,pickup)	 (3,0) ---> (3,0)	 1 ---> 1	1 ---> 1 	 -5
(153,dropoff)	 (3,0) ---> (3,0)	 1 ---> 1	1 ---> 1 	 -5
(154,south)	 (4,0) ---> (4,1)	 1 ---> 1	1 ---> 1 	 -1
(154,north)	 (4,0) ---> (4,0)	 1 ---> 1	1 ---> 1 	 -2
(154,east)	 (4,0) ---> (4,0)	 1 ---> 1	1 ---> 1 	 -2
(154,west)	 (4,0) ---> (3,0)	 1 ---> 1	1 ---> 1 	 -1
(154,pickup)	 (4,0) ---> (4,0)	 1 ---> 4	1 ---> 1 	 10
(154,dropoff)	 (4,0) ---> (4,0)	 1 ---> 1	1 ---> 1 	 -5
(155,south)	 (0,1) ---> (0,2)	 1 ---> 1	1 ---> 1 	 -1
(155,north)	 (0,1) ---> (0,0)	 1 ---> 1	1 ---> 1 	 -1
(155,east)	 (0,1) ---> (0,1)	 1 ---> 1	1 ---> 1 	 -2
(155,west)	 (0,1) ---> (0,1)	 1 ---> 1	1 ---> 1 	 -2
(155,pickup)	 (0,1) ---> (0,1)	 1 ---> 1	1 ---> 1 	 -5
(155,dropoff)	 (0,1) ---> (0,1)	 1 ---> 1	1 ---> 1 	 -5
(156,south)	 (1,1) ---> (1,2)	 1 ---> 1	1 ---> 1 	 -1
(156,north)	 (1,1) ---> (1,0)	 1 ---> 1	1 ---> 1 	 -1
(156,east)	 (1,1) ---> (1,1)	 1 ---> 1	1 ---> 1 	 -2
(156,west)	 (1,1) ---> (1,1)	 1 ---> 1	1 ---> 1 	 -2
(156,pickup)	 (1,1) ---> (1,1)	 1 ---> 1	1 ---> 1 	 -5
(156,dropoff)	 (1,1) ---> (1,1)	 1 ---> 1	1 ---> 1 	 -5
(157,south)	 (2,1) ---> (2,2)	 1 ---> 1	1 ---> 1 	 -1
(157,north)	 (2,1) ---> (2,1)	 1 ---> 1	1 ---> 1 	 -2
(157,east)	 (2,1) ---> (3,1)	 1 ---> 1	1 ---> 1 	 -1
(157,west)	 (2,1) ---> (2,1)	 1 ---> 1	1 ---> 1 	 -2
(157,pickup)	 (2,1) ---> (2,1)	 1 ---> 1	1 ---> 1 	 -5
