probability = 1, nextState = 5, reward = -1, done = false
probability = 1, nextState = 214, reward = -2, done = false
probability = 1, nextState = 215, reward = -2, done = false
probability = 1, nextState = 217, reward = -1, done = false
probability = 1, nextState = 217, reward = -2, done = false
probability = 1, nextState = 219, reward = -1, done = false
probability = 1, nextState = 219, reward = -2, done = false
probability = 1, nextState = 220, reward = -2, done = false
probability = 1, nextState = 222, reward = -1, done = false
probability = 1, nextState = 222, reward = -2, done = false
probability = 1, nextState = 224, reward = -1, done = false
probability = 1, nextState = 224, reward = -2, done = false
probability = 1, nextState = 226, reward = -1, done = false
probability = 1, nextState = 226, reward = -2, done = false
probability = 1, nextState = 228, reward = -1, done = false
probability = 1, nextState = 229, reward = -1, done = false
probability = 1, nextState = 229, reward = -2, done = false
probability = 1, nextState = 231, reward = -1, done = false
probability = 1, nextState = 232, reward = -1, done = false
probability = 1, nextState = 233, reward = -1, done = false
probability = 1, nextState = 234, reward = -1, done = false
probability = 1, nextState = 234, reward = -2, done = false
probability = 1, nextState = 236, reward = -1, done = false
probability = 1, nextState = 237, reward = -1, done = false
probability = 1, nextState = 238, reward = -1, done = false
probability = 1, nextState = 239, reward = -1, done = false
probability = 1, nextState = 239, reward = -2, done = false
probability = 1, nextState = 240, reward = -2, done = false
probability = 1, nextState = 242, reward = -1, done = false
probability = 1, nextState = 242, reward = -2, done = false
probability = 1, nextState = 244, reward = -1, done = false
probability = 1, nextState = 244, reward = -2, done = false
probability = 1, nextState = 245, reward = -2, done = false
probability = 1, nextState = 247, reward = -1, done = false
probability = 1, nextState = 247, reward = -2, done = false
probability = 1, nextState = 249, reward = -1, done = false
probability = 1, nextState = 249, reward = -2, done = false
probability = 1, nextState = 251, reward = -1, done = false
probability = 1, nextState = 251, reward = -2, done = false
probability = 1, nextState = 253, reward = -1, done = false
probability = 1, nextState = 254, reward = -1, done = false
probability = 1, nextState = 254, reward = -2, done = false
probability = 1, nextState = 256, reward = -1, done = false
probability = 1, nextState = 257, reward = -1, done = false
probability = 1, nextState = 258, reward = -1, done = false
probability = 1, nextState = 259, reward = -1, done = false
probability = 1, nextState = 259, reward = -2, done = false
probability = 1, nextState = 261, reward = -1, done = false
probability = 1, nextState = 262, reward = -1, done = false
probability = 1, nextState = 263, reward = -1, done = false
probability = 1, nextState = 264, reward = -1, done = false
probability = 1, nextState = 264, reward = -2, done = false
probability = 1, nextState = 265, reward = -2, done = false
probability = 1, nextState = 267, reward = -1, done = false
probability = 1, nextState = 267, reward = -2, done = false
probability = 1, nextState = 269, reward = -1, done = false
probability = 1, nextState = 269, reward = -2, done = false
probability = 1, nextState = 270, reward = -2, done = false
probability = 1, nextState = 272, reward = -1, done = false
probability = 1, nextState = 272, reward = -2, done = false
probability = 1, nextState = 274, reward = -1, done = false
probability = 1, nextState = 274, reward = -2, done = false
probability = 1, nextState = 276, reward = -1, done = false
probability = 1, nextState = 276, reward = -2, done = false
probability = 1, nextState = 278, reward = -1, done = false
probability = 1, nextState = 279, reward = -1, done = false
probability = 1, nextState = 279, reward = -2, done = false
probability = 1, nextState = 281, reward = -1, done = false
probability = 1, nextState = 282, reward = -1, done = false
probability = 1, nextState = 283, reward = -1, done = false
probability = 1, nextState = 284, reward = -1, done = false
probability = 1, nextState = 284, reward = -2, done = false
probability = 1, nextState = 286, reward = -1, done = false
probability = 1, nextState = 287, reward = -1, done = false
probability = 1, nextState = 288, reward = -1, done = false
probability = 1, nextState = 289, reward = -1, done = false
probability = 1, nextState = 289, reward = -2, done = false
probability = 1, nextState = 290, reward = -2, done = false
probability = 1, nextState = 292, reward = -1, done = false
probability = 1, nextState = 292, reward = -2, done = false
probability = 1, nextState = 294, reward = -1, done = false
probability = 1, nextState = 294, reward = -2, done = false
probability = 1, nextState = 295, reward = -2, done = false
probability = 1, nextState = 297, reward = -1, done = false
probability = 1, nextState = 297, reward = -2, done = false
probability = 1, nextState = 299, reward = -1, done = false
probability = 1, nextState = 299, reward = -2, done = false
probability = 1, nextState = 301, reward = -1, done = false
probability = 1, nextState = 301, reward = -2, done = false
probability = 1, nextState = 303, reward = -1, done = false
probability = 1, nextState = 304, reward = -1, done = false
probability = 1, nextState = 304, reward = -2, done = false
probability = 1, nextState = 306, reward = -1, done = false
probability = 1, nextState = 307, reward = -1, done = false
probability = 1, nextState = 308, reward = -1, done = false
probability = 1, nextState = 309, reward = -1, done = false
probability = 1, nextState = 309, reward = -2, done = false
probability = 1, nextState = 311, reward = -1, done = false
probability = 1, nextState = 312, reward = -1, done = false
probability = 1, nextState = 313, reward = -1, done = false
probability = 1, nextState = 314, reward = -1, done = false
probability = 1, nextState = 314, reward = -2, done = false
probability = 1, nextState = 315, reward = -2, done = false
probability = 1, nextState = 317, reward = -1, done = false
probability = 1, nextState = 317, reward = -2, done = false
probability = 1, nextState = 319, reward = -1, done = false
probability = 1, nextState = 319, reward = -2, done = false
probability = 1, nextState = 320, reward = -2, done = false
probability = 1, nextState = 322, reward = -1, done = false
probability = 1, nextState = 322, reward = -2, done = false
probability = 1, nextState = 324, reward = -1, done = false
probability = 1, nextState = 324, reward = -2, done = false
probability = 1, nextState = 326, reward = -1, done = false
probability = 1, nextState = 326, reward = -2, done = false
probability = 1, nextState = 328, reward = -1, done = false
probability = 1, nextState = 329, reward = -1, done = false
probability = 1, nextState = 329, reward = -2, done = false
probability = 1, nextState = 331, reward = -1, done = false
probability = 1, nextState = 332, reward = -1, done = false
probability = 1, nextState = 333, reward = -1, done = false
probability = 1, nextState = 334, reward = -1, done = false
probability = 1, nextState = 334, reward = -2, done = false
probability = 1, nextState = 336, reward = -1, done = false
probability = 1, nextState = 337, reward = -1, done = false
probability = 1, nextState = 338, reward = -1, done = false
probability = 1, nextState = 339, reward = -1, done = false
probability = 1, nextState = 339, reward = -2, done = false
probability = 1, nextState = 340, reward = -2, done = false
probability = 1, nextState = 342, reward = -1, done = false
probability = 1, nextState = 342, reward = -2, done = false
probability = 1, nextState = 344, reward = -1, done = false
probability = 1, nextState = 344, reward = -2, done = false
probability = 1, nextState = 345, reward = -2, done = false
probability = 1, nextState = 347, reward = -1, done = false
probability = 1, nextState = 347, reward = -2, done = false
probability = 1, nextState = 349, reward = -1, done = false
probability = 1, nextState = 349, reward = -2, done = false
probability = 1, nextState = 351, reward = -1, done = false
probability = 1, nextState = 351, reward = -2, done = false
probability = 1, nextState = 353, reward = -1, done = false
probability = 1, nextState = 354, reward = -1, done = false
probability = 1, nextState = 354, reward = -2, done = false
probability = 1, nextState = 356, reward = -1, done = false
probability = 1, nextState = 357, reward = -1, done = false
probability = 1, nextState = 358, reward = -1, done = false
probability = 1, nextState = 359, reward = -1, done = false
probability = 1, nextState = 359, reward = -2, done = false
probability = 1, nextState = 361, reward = -1, done = false
probability = 1, nextState = 362, reward = -1, done = false
probability = 1, nextState = 363, reward = -1, done = false
probability = 1, nextState = 364, reward = -1, done = false
probability = 1, nextState = 364, reward = -2, done = false
probability = 1, nextState = 365, reward = -2, done = false
probability = 1, nextState = 367, reward = -1, done = false
probability = 1, nextState = 367, reward = -2, done = false
probability = 1, nextState = 369, reward = -1, done = false
probability = 1, nextState = 369, reward = -2, done = false
probability = 1, nextState = 370, reward = -2, done = false
probability = 1, nextState = 372, reward = -1, done = false
probability = 1, nextState = 372, reward = -2, done = false
probability = 1, nextState = 374, reward = -1, done = false
probability = 1, nextState = 374, reward = -2, done = false
probability = 1, nextState = 376, reward = -1, done = false
probability = 1, nextState = 376, reward = -2, done = false
probability = 1, nextState = 378, reward = -1, done = false
probability = 1, nextState = 379, reward = -1, done = false
probability = 1, nextState = 379, reward = -2, done = false
probability = 1, nextState = 381, reward = -1, done = false
probability = 1, nextState = 382, reward = -1, done = false
probability = 1, nextState = 383, reward = -1, done = false
probability = 1, nextState = 384, reward = -1, done = false
probability = 1, nextState = 384, reward = -2, done = false
probability = 1, nextState = 386, reward = -1, done = false
probability = 1, nextState = 387, reward = -1, done = false
probability = 1, nextState = 388, reward = -1, done = false
probability = 1, nextState = 389, reward = -1, done = false
probability = 1, nextState = 389, reward = -2, done = false
probability = 1, nextState = 390, reward = -2, done = false
probability = 1, nextState = 392, reward = -1, done = false
probability = 1, nextState = 392, reward = -2, done = false
probability = 1, nextState = 394, reward = -1, done = false
probability = 1, nextState = 394, reward = -2, done = false
probability = 1, nextState = 395, reward = -2, done = false
probability = 1, nextState = 397, reward = -1, done = false
probability = 1, nextState = 397, reward = -2, done = false
probability = 1, nextState = 399, reward = -1, done = false
probability = 1, nextState = 399, reward = -2, done = false
probability = 1, nextState = 401, reward = -1, done = false
probability = 1, nextState = 401, reward = -2, done = false
probability = 1, nextState = 403, reward = -1, done = false
probability = 1, nextState = 404, reward = -1, done = false
probability = 1, nextState = 404, reward = -2, done = false
probability = 1, nextState = 406, reward = -1, done = false
probability = 1, nextState = 407, reward = -1, done = false
probability = 1, nextState = 408, reward = -1, done = false
probability = 1, nextState = 409, reward = -1, done = false
probability = 1, nextState = 409, reward = -2, done = false
probability = 1, nextState = 411, reward = -1, done = false
probability = 1, nextState = 412, reward = -1, done = false
probability = 1, nextState = 413, reward = -1, done = false
probability = 1, nextState = 414, reward = -1, done = false
probability = 1, nextState = 414, reward = -2, done = false
probability = 1, nextState = 415, reward = -2, done = false
probability = 1, nextState = 417, reward = -1, done = false
probability = 1, nextState = 417, reward = -2, done = false
probability = 1, nextState = 419, reward = -1, done = false
probability = 1, nextState = 419, reward = -2, done = false
probability = 1, nextState = 420, reward = -2, done = false
probability = 1, nextState = 422, reward = -1, done = false
probability = 1, nextState = 422, reward = -2, done = false
probability = 1, nextState = 424, reward = -1, done = false
probability = 1, nextState = 424, reward = -2, done = false
probability = 1, nextState = 426, reward = -1, done = false
probability = 1, nextState = 426, reward = -2, done = false
probability = 1, nextState = 428, reward = -1, done = false
probability = 1, nextState = 429, reward = -1, done = false
probability = 1, nextState = 429, reward = -2, done = false
probability = 1, nextState = 431, reward = -1, done = false
probability = 1, nextState = 432, reward = -1, done = false
probability = 1, nextState = 433, reward = -1, done = false
probability = 1, nextState = 434, reward = -1, done = false
probability = 1, nextState = 434, reward = -2, done = false
probability = 1, nextState = 436, reward = -1, done = false
probability = 1, nextState = 437, reward = -1, done = false
probability = 1, nextState = 438, reward = -1, done = false
probability = 1, nextState = 439, reward = -1, done = false
probability = 1, nextState = 439, reward = -2, done = false
probability = 1, nextState = 440, reward = -2, done = false
probability = 1, nextState = 442, reward = -1, done = false
probability = 1, nextState = 442, reward = -2, done = false
probability = 1, nextState = 444, reward = -1, done = false
probability = 1, nextState = 444, reward = -2, done = false
probability = 1, nextState = 445, reward = -2, done = false
probability = 1, nextState = 447, reward = -1, done = false
probability = 1, nextState = 447, reward = -2, done = false
probability = 1, nextState = 449, reward = -1, done = false
probability = 1, nextState = 449, reward = -2, done = false
probability = 1, nextState = 451, reward = -1, done = false
probability = 1, nextState = 451, reward = -2, done = false
probability = 1, nextState = 453, reward = -1, done = false
probability = 1, nextState = 454, reward = -1, done = false
probability = 1, nextState = 454, reward = -2, done = false
probability = 1, nextState = 456, reward = -1, done = false
probability = 1, nextState = 457, reward = -1, done = false
probability = 1, nextState = 458, reward = -1, done = false
probability = 1, nextState = 459, reward = -1, done = false
probability = 1, nextState = 459, reward = -2, done = false
probability = 1, nextState = 461, reward = -1, done = false
probability = 1, nextState = 462, reward = -1, done = false
probability = 1, nextState = 463, reward = -1, done = false
probability = 1, nextState = 464, reward = -1, done = false
probability = 1, nextState = 464, reward = -2, done = false
probability = 1, nextState = 465, reward = -2, done = false
probability = 1, nextState = 467, reward = -1, done = false
probability = 1, nextState = 467, reward = -2, done = false
probability = 1, nextState = 469, reward = -1, done = false
probability = 1, nextState = 469, reward = -2, done = false
probability = 1, nextState = 470, reward = -2, done = false
probability = 1, nextState = 472, reward = -1, done = false
probability = 1, nextState = 472, reward = -2, done = false
probability = 1, nextState = 474, reward = -1, done = false
probability = 1, nextState = 474, reward = -2, done = false
probability = 1, nextState = 476, reward = -1, done = false
probability = 1, nextState = 476, reward = -2, done = false
probability = 1, nextState = 478, reward = -1, done = false
probability = 1, nextState = 479, reward = -1, done = false
probability = 1, nextState = 479, reward = -2, done = false
probability = 1, nextState = 481, reward = -1, done = false
probability = 1, nextState = 482, reward = -1, done = false
probability = 1, nextState = 483, reward = -1, done = false
probability = 1, nextState = 484, reward = -1, done = false
probability = 1, nextState = 484, reward = -2, done = false
probability = 1, nextState = 486, reward = -1, done = false
probability = 1, nextState = 487, reward = -1, done = false
probability = 1, nextState = 488, reward = -1, done = false
probability = 1, nextState = 489, reward = -1, done = false
probability = 1, nextState = 489, reward = -2, done = false
probability = 1, nextState = 490, reward = -2, done = false
probability = 1, nextState = 492, reward = -1, done = false
probability = 1, nextState = 492, reward = -2, done = false
probability = 1, nextState = 494, reward = -1, done = false
probability = 1, nextState = 494, reward = -2, done = false
probability = 1, nextState = 495, reward = -2, done = false
probability = 1, nextState = 497, reward = -1, done = false
probability = 1, nextState = 497, reward = -2, done = false
probability = 1, nextState = 499, reward = -1, done = false
probability = 1, nextState = 499, reward = -2, done = false
probability = 1, nextState = 0, reward = -2, done = false
probability = 1, nextState = 0, reward = -1, done = false
probability = 1, nextState = 2, reward = -2, done = false
probability = 1, nextState = 2, reward = -1, done = false
probability = 1, nextState = 3, reward = -1, done = false
probability = 1, nextState = 5, reward = -2, done = false
probability = 1, nextState = 5, reward = -1, done = false
probability = 1, nextState = 6, reward = -1, done = false
probability = 1, nextState = 7, reward = -1, done = false
probability = 1, nextState = 8, reward = -1, done = false
probability = 1, nextState = 10, reward = -2, done = false
probability = 1, nextState = 10, reward = -1, done = false
probability = 1, nextState = 11, reward = -1, done = false
probability = 1, nextState = 12, reward = -1, done = false
probability = 1, nextState = 13, reward = -1, done = false
probability = 1, nextState = 15, reward = -2, done = false
probability = 1, nextState = 16, reward = -2, done = false
probability = 1, nextState = 16, reward = -1, done = false
probability = 1, nextState = 18, reward = -2, done = false
probability = 1, nextState = 18, reward = -1, done = false
probability = 1, nextState = 20, reward = -2, done = false
probability = 1, nextState = 21, reward = -2, done = false
probability = 1, nextState = 21, reward = -1, done = false
probability = 1, nextState = 23, reward = -2, done = false
probability = 1, nextState = 23, reward = -1, done = false
probability = 1, nextState = 25, reward = -2, done = false
probability = 1, nextState = 25, reward = -1, done = false
probability = 1, nextState = 27, reward = -2, done = false
probability = 1, nextState = 27, reward = -1, done = false
probability = 1, nextState = 28, reward = -1, done = false
probability = 1, nextState = 30, reward = -2, done = false
probability = 1, nextState = 30, reward = -1, done = false
probability = 1, nextState = 31, reward = -1, done = false
probability = 1, nextState = 32, reward = -1, done = false
probability = 1, nextState = 33, reward = -1, done = false
probability = 1, nextState = 35, reward = -2, done = false
probability = 1, nextState = 35, reward = -1, done = false
probability = 1, nextState = 36, reward = -1, done = false
probability = 1, nextState = 37, reward = -1, done = false
probability = 1, nextState = 38, reward = -1, done = false
probability = 1, nextState = 40, reward = -2, done = false
probability = 1, nextState = 41, reward = -2, done = false
probability = 1, nextState = 41, reward = -1, done = false
probability = 1, nextState = 43, reward = -2, done = false
probability = 1, nextState = 43, reward = -1, done = false
probability = 1, nextState = 45, reward = -2, done = false
probability = 1, nextState = 46, reward = -2, done = false
probability = 1, nextState = 46, reward = -1, done = false
probability = 1, nextState = 48, reward = -2, done = false
probability = 1, nextState = 48, reward = -1, done = false
probability = 1, nextState = 50, reward = -2, done = false
probability = 1, nextState = 50, reward = -1, done = false
probability = 1, nextState = 52, reward = -2, done = false
probability = 1, nextState = 52, reward = -1, done = false
probability = 1, nextState = 53, reward = -1, done = false
probability = 1, nextState = 55, reward = -2, done = false
probability = 1, nextState = 55, reward = -1, done = false
probability = 1, nextState = 56, reward = -1, done = false
probability = 1, nextState = 57, reward = -1, done = false
probability = 1, nextState = 58, reward = -1, done = false
probability = 1, nextState = 60, reward = -2, done = false
probability = 1, nextState = 60, reward = -1, done = false
probability = 1, nextState = 61, reward = -1, done = false
probability = 1, nextState = 62, reward = -1, done = false
probability = 1, nextState = 63, reward = -1, done = false
probability = 1, nextState = 65, reward = -2, done = false
probability = 1, nextState = 66, reward = -2, done = false
probability = 1, nextState = 66, reward = -1, done = false
probability = 1, nextState = 68, reward = -2, done = false
probability = 1, nextState = 68, reward = -1, done = false
probability = 1, nextState = 70, reward = -2, done = false
probability = 1, nextState = 71, reward = -2, done = false
probability = 1, nextState = 71, reward = -1, done = false
probability = 1, nextState = 73, reward = -2, done = false
probability = 1, nextState = 73, reward = -1, done = false
probability = 1, nextState = 75, reward = -2, done = false
probability = 1, nextState = 75, reward = -1, done = false
probability = 1, nextState = 77, reward = -2, done = false
probability = 1, nextState = 77, reward = -1, done = false
probability = 1, nextState = 78, reward = -1, done = false
probability = 1, nextState = 80, reward = -2, done = false
probability = 1, nextState = 80, reward = -1, done = false
probability = 1, nextState = 81, reward = -1, done = false
probability = 1, nextState = 82, reward = -1, done = false
probability = 1, nextState = 83, reward = -1, done = false
probability = 1, nextState = 85, reward = -2, done = false
probability = 1, nextState = 85, reward = -1, done = false
probability = 1, nextState = 86, reward = -1, done = false
probability = 1, nextState = 87, reward = -1, done = false
probability = 1, nextState = 88, reward = -1, done = false
probability = 1, nextState = 90, reward = -2, done = false
probability = 1, nextState = 91, reward = -2, done = false
probability = 1, nextState = 91, reward = -1, done = false
probability = 1, nextState = 93, reward = -2, done = false
probability = 1, nextState = 93, reward = -1, done = false
probability = 1, nextState = 95, reward = -2, done = false
probability = 1, nextState = 96, reward = -2, done = false
probability = 1, nextState = 96, reward = -1, done = false
probability = 1, nextState = 98, reward = -2, done = false
probability = 1, nextState = 98, reward = -1, done = false
probability = 1, nextState = 100, reward = -2, done = false
probability = 1, nextState = 100, reward = -1, done = false
probability = 1, nextState = 102, reward = -2, done = false
probability = 1, nextState = 102, reward = -1, done = false
probability = 1, nextState = 103, reward = -1, done = false
probability = 1, nextState = 105, reward = -2, done = false
probability = 1, nextState = 105, reward = -1, done = false
probability = 1, nextState = 106, reward = -1, done = false
probability = 1, nextState = 107, reward = -1, done = false
probability = 1, nextState = 108, reward = -1, done = false
probability = 1, nextState = 110, reward = -2, done = false
probability = 1, nextState = 110, reward = -1, done = false
probability = 1, nextState = 111, reward = -1, done = false
probability = 1, nextState = 112, reward = -1, done = false
probability = 1, nextState = 113, reward = -1, done = false
probability = 1, nextState = 115, reward = -2, done = false
probability = 1, nextState = 116, reward = -2, done = false
probability = 1, nextState = 116, reward = -1, done = false
probability = 1, nextState = 118, reward = -2, done = false
probability = 1, nextState = 118, reward = -1, done = false
probability = 1, nextState = 120, reward = -2, done = false
probability = 1, nextState = 121, reward = -2, done = false
probability = 1, nextState = 121, reward = -1, done = false
probability = 1, nextState = 123, reward = -2, done = false
probability = 1, nextState = 123, reward = -1, done = false
probability = 1, nextState = 125, reward = -2, done = false
probability = 1, nextState = 125, reward = -1, done = false
probability = 1, nextState = 127, reward = -2, done = false
probability = 1, nextState = 127, reward = -1, done = false
probability = 1, nextState = 128, reward = -1, done = false
probability = 1, nextState = 130, reward = -2, done = false
probability = 1, nextState = 130, reward = -1, done = false
probability = 1, nextState = 131, reward = -1, done = false
probability = 1, nextState = 132, reward = -1, done = false
probability = 1, nextState = 133, reward = -1, done = false
probability = 1, nextState = 135, reward = -2, done = false
probability = 1, nextState = 135, reward = -1, done = false
probability = 1, nextState = 136, reward = -1, done = false
probability = 1, nextState = 137, reward = -1, done = false
probability = 1, nextState = 138, reward = -1, done = false
probability = 1, nextState = 140, reward = -2, done = false
probability = 1, nextState = 141, reward = -2, done = false
probability = 1, nextState = 141, reward = -1, done = false
probability = 1, nextState = 143, reward = -2, done = false
probability = 1, nextState = 143, reward = -1, done = false
probability = 1, nextState = 145, reward = -2, done = false
probability = 1, nextState = 146, reward = -2, done = false
probability = 1, nextState = 146, reward = -1, done = false
probability = 1, nextState = 148, reward = -2, done = false
probability = 1, nextState = 148, reward = -1, done = false
probability = 1, nextState = 150, reward = -2, done = false
probability = 1, nextState = 150, reward = -1, done = false
probability = 1, nextState = 152, reward = -2, done = false
probability = 1, nextState = 152, reward = -1, done = false
probability = 1, nextState = 153, reward = -1, done = false
probability = 1, nextState = 155, reward = -2, done = false
probability = 1, nextState = 155, reward = -1, done = false
probability = 1, nextState = 156, reward = -1, done = false
probability = 1, nextState = 157, reward = -1, done = false
probability = 1, nextState = 158, reward = -1, done = false
probability = 1, nextState = 160, reward = -2, done = false
probability = 1, nextState = 160, reward = -1, done = false
probability = 1, nextState = 161, reward = -1, done = false
probability = 1, nextState = 162, reward = -1, done = false
probability = 1, nextState = 163, reward = -1, done = false
probability = 1, nextState = 165, reward = -2, done = false
probability = 1, nextState = 166, reward = -2, done = false
probability = 1, nextState = 166, reward = -1, done = false
probability = 1, nextState = 168, reward = -2, done = false
probability = 1, nextState = 168, reward = -1, done = false
probability = 1, nextState = 170, reward = -2, done = false
probability = 1, nextState = 171, reward = -2, done = false
probability = 1, nextState = 171, reward = -1, done = false
probability = 1, nextState = 173, reward = -2, done = false
probability = 1, nextState = 173, reward = -1, done = false
probability = 1, nextState = 175, reward = -2, done = false
probability = 1, nextState = 175, reward = -1, done = false
probability = 1, nextState = 177, reward = -2, done = false
probability = 1, nextState = 177, reward = -1, done = false
probability = 1, nextState = 178, reward = -1, done = false
probability = 1, nextState = 180, reward = -2, done = false
probability = 1, nextState = 180, reward = -1, done = false
probability = 1, nextState = 181, reward = -1, done = false
probability = 1, nextState = 182, reward = -1, done = false
probability = 1, nextState = 183, reward = -1, done = false
probability = 1, nextState = 185, reward = -2, done = false
probability = 1, nextState = 185, reward = -1, done = false
probability = 1, nextState = 186, reward = -1, done = false
probability = 1, nextState = 187, reward = -1, done = false
probability = 1, nextState = 188, reward = -1, done = false
probability = 1, nextState = 190, reward = -2, done = false
probability = 1, nextState = 191, reward = -2, done = false
probability = 1, nextState = 191, reward = -1, done = false
probability = 1, nextState = 193, reward = -2, done = false
probability = 1, nextState = 193, reward = -1, done = false
probability = 1, nextState = 195, reward = -2, done = false
probability = 1, nextState = 196, reward = -2, done = false
probability = 1, nextState = 196, reward = -1, done = false
probability = 1, nextState = 198, reward = -2, done = false
probability = 1, nextState = 198, reward = -1, done = false
probability = 1, nextState = 200, reward = -2, done = false
probability = 1, nextState = 200, reward = -1, done = false
probability = 1, nextState = 202, reward = -2, done = false
probability = 1, nextState = 202, reward = -1, done = false
probability = 1, nextState = 203, reward = -1, done = false
probability = 1, nextState = 205, reward = -2, done = false
probability = 1, nextState = 205, reward = -1, done = false
probability = 1, nextState = 206, reward = -1, done = false
probability = 1, nextState = 207, reward = -1, done = false
probability = 1, nextState = 208, reward = -1, done = false
probability = 1, nextState = 210, reward = -2, done = false
probability = 1, nextState = 210, reward = -1, done = false
probability = 1, nextState = 211, reward = -1, done = false
probability = 1, nextState = 212, reward = -1, done = false
probability = 1, nextState = 213, reward = -1, done = false
probability = 1, nextState = 215, reward = -2, done = false
probability = 1, nextState = 216, reward = -2, done = false
probability = 1, nextState = 216, reward = -1, done = false
probability = 1, nextState = 218, reward = -2, done = false
probability = 1, nextState = 218, reward = -1, done = false
probability = 1, nextState = 220, reward = -2, done = false
probability = 1, nextState = 221, reward = -2, done = false
probability = 1, nextState = 221, reward = -1, done = false
probability = 1, nextState = 223, reward = -2, done = false
probability = 1, nextState = 223, reward = -1, done = false
probability = 1, nextState = 225, reward = -2, done = false
probability = 1, nextState = 225, reward = -1, done = false
probability = 1, nextState = 227, reward = -2, done = false
probability = 1, nextState = 227, reward = -1, done = false
probability = 1, nextState = 228, reward = -1, done = false
probability = 1, nextState = 230, reward = -2, done = false
probability = 1, nextState = 230, reward = -1, done = false
probability = 1, nextState = 231, reward = -1, done = false
probability = 1, nextState = 232, reward = -1, done = false
probability = 1, nextState = 233, reward = -1, done = false
probability = 1, nextState = 235, reward = -2, done = false
probability = 1, nextState = 235, reward = -1, done = false
probability = 1, nextState = 236, reward = -1, done = false
probability = 1, nextState = 237, reward = -1, done = false
probability = 1, nextState = 238, reward = -1, done = false
probability = 1, nextState = 240, reward = -2, done = false
probability = 1, nextState = 241, reward = -2, done = false
probability = 1, nextState = 241, reward = -1, done = false
probability = 1, nextState = 243, reward = -2, done = false
probability = 1, nextState = 243, reward = -1, done = false
probability = 1, nextState = 245, reward = -2, done = false
probability = 1, nextState = 246, reward = -2, done = false
probability = 1, nextState = 246, reward = -1, done = false
probability = 1, nextState = 248, reward = -2, done = false
probability = 1, nextState = 248, reward = -1, done = false
probability = 1, nextState = 250, reward = -2, done = false
probability = 1, nextState = 250, reward = -1, done = false
probability = 1, nextState = 252, reward = -2, done = false
probability = 1, nextState = 252, reward = -1, done = false
probability = 1, nextState = 253, reward = -1, done = false
probability = 1, nextState = 255, reward = -2, done = false
probability = 1, nextState = 255, reward = -1, done = false
probability = 1, nextState = 256, reward = -1, done = false
probability = 1, nextState = 257, reward = -1, done = false
probability = 1, nextState = 258, reward = -1, done = false
probability = 1, nextState = 260, reward = -2, done = false
probability = 1, nextState = 260, reward = -1, done = false
probability = 1, nextState = 261, reward = -1, done = false
probability = 1, nextState = 262, reward = -1, done = false
probability = 1, nextState = 263, reward = -1, done = false
probability = 1, nextState = 265, reward = -2, done = false
probability = 1, nextState = 266, reward = -2, done = false
probability = 1, nextState = 266, reward = -1, done = false
probability = 1, nextState = 268, reward = -2, done = false
probability = 1, nextState = 268, reward = -1, done = false
probability = 1, nextState = 270, reward = -2, done = false
probability = 1, nextState = 271, reward = -2, done = false
probability = 1, nextState = 271, reward = -1, done = false
probability = 1, nextState = 273, reward = -2, done = false
probability = 1, nextState = 273, reward = -1, done = false
probability = 1, nextState = 275, reward = -2, done = false
probability = 1, nextState = 275, reward = -1, done = false
probability = 1, nextState = 277, reward = -2, done = false
probability = 1, nextState = 277, reward = -1, done = false
probability = 1, nextState = 278, reward = -1, done = false
probability = 1, nextState = 280, reward = -2, done = false
probability = 1, nextState = 280, reward = -1, done = false
probability = 1, nextState = 281, reward = -1, done = false
probability = 1, nextState = 282, reward = -1, done = false
probability = 1, nextState = 283, reward = -1, done = false
probability = 1, nextState = 285, reward = -2, done = false
probability = 1, nextState = 285, reward = -1, done = false
probability = 1, nextState = 286, reward = -1, done = false
probability = 1, nextState = 287, reward = -1, done = false
probability = 1, nextState = 288, reward = -1, done = false
probability = 1, nextState = 290, reward = -2, done = false
probability = 1, nextState = 291, reward = -2, done = false
probability = 1, nextState = 291, reward = -1, done = false
probability = 1, nextState = 293, reward = -2, done = false
probability = 1, nextState = 293, reward = -1, done = false
probability = 1, nextState = 295, reward = -2, done = false
probability = 1, nextState = 296, reward = -2, done = false
probability = 1, nextState = 296, reward = -1, done = false
probability = 1, nextState = 298, reward = -2, done = false
probability = 1, nextState = 298, reward = -1, done = false
probability = 1, nextState = 300, reward = -2, done = false
probability = 1, nextState = 300, reward = -1, done = false
probability = 1, nextState = 302, reward = -2, done = false
probability = 1, nextState = 302, reward = -1, done = false
probability = 1, nextState = 303, reward = -1, done = false
probability = 1, nextState = 305, reward = -2, done = false
probability = 1, nextState = 305, reward = -1, done = false
probability = 1, nextState = 306, reward = -1, done = false
probability = 1, nextState = 307, reward = -1, done = false
probability = 1, nextState = 308, reward = -1, done = false
probability = 1, nextState = 310, reward = -2, done = false
probability = 1, nextState = 310, reward = -1, done = false
probability = 1, nextState = 311, reward = -1, done = false
probability = 1, nextState = 312, reward = -1, done = false
probability = 1, nextState = 313, reward = -1, done = false
probability = 1, nextState = 315, reward = -2, done = false
probability = 1, nextState = 316, reward = -2, done = false
probability = 1, nextState = 316, reward = -1, done = false
probability = 1, nextState = 318, reward = -2, done = false
probability = 1, nextState = 318, reward = -1, done = false
probability = 1, nextState = 320, reward = -2, done = false
